# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-10-07 16:17:17 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03354000 WHITE RIVER NEAR CENTERTON, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03354000
#    DD parameter   Description
#    01   00060     Discharge, cubic feet per second
#    02   00065     Gage height, feet
#    03   00045     Precipitation, total, inches
#    04   00010     Temperature, water, degrees Celsius
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00060	01_00060_cd	02_00065	02_00065_cd	03_00045	03_00045_cd	04_00010	04_00010_cd
USGS	03354000	2014-10-06 05:00	EST	742	P	0.76	P	0.00	P	14.7	P
USGS	03354000	2014-10-06 05:15	EST	742	P	0.76	P	0.00	P	14.7	P
USGS	03354000	2014-10-06 05:30	EST	742	P	0.76	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 05:45	EST	742	P	0.76	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 06:00	EST	742	P	0.76	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 06:15	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 06:30	EST	742	P	0.76	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 06:45	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 07:00	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 07:15	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 07:30	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 07:45	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 08:00	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 08:15	EST	749	P	0.77	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 08:30	EST	756	P	0.78	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 08:45	EST	756	P	0.78	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 09:00	EST	756	P	0.78	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 09:15	EST	756	P	0.78	P	0.00	P	14.6	P
USGS	03354000	2014-10-06 09:30	EST	756	P	0.78	P	0.00	P	14.7	P
USGS	03354000	2014-10-06 09:45	EST	763	P	0.79	P	0.00	P	14.7	P
USGS	03354000	2014-10-06 10:00	EST	756	P	0.78	P	0.00	P	14.7	P
USGS	03354000	2014-10-06 10:15	EST	763	P	0.79	P	0.00	P	14.8	P
USGS	03354000	2014-10-06 10:30	EST	763	P	0.79	P	0.00	P	14.8	P
USGS	03354000	2014-10-06 10:45	EST	763	P	0.79	P	0.00	P	14.9	P
USGS	03354000	2014-10-06 11:00	EST	763	P	0.79	P	0.00	P	15.0	P
USGS	03354000	2014-10-06 11:15	EST	763	P	0.79	P	0.00	P	15.1	P
USGS	03354000	2014-10-06 11:30	EST	770	P	0.80	P	0.00	P	15.2	P
USGS	03354000	2014-10-06 11:45	EST	770	P	0.80	P	0.00	P	15.3	P
USGS	03354000	2014-10-06 12:00	EST	778	P	0.81	P	0.00	P	15.5	P
USGS	03354000	2014-10-06 12:15	EST	770	P	0.80	P	0.00	P	15.7	P
USGS	03354000	2014-10-06 12:30	EST	770	P	0.80	P	0.00	P	15.8	P
USGS	03354000	2014-10-06 12:45	EST	770	P	0.80	P	0.00	P	16.0	P
USGS	03354000	2014-10-06 13:00	EST	778	P	0.81	P	0.00	P	16.0	P
USGS	03354000	2014-10-06 13:15	EST	785	P	0.82	P	0.00	P	16.0	P
USGS	03354000	2014-10-06 13:30	EST	778	P	0.81	P	0.00	P	16.1	P
USGS	03354000	2014-10-06 13:45	EST	785	P	0.82	P	0.00	P	16.2	P
USGS	03354000	2014-10-06 14:00	EST	785	P	0.82	P	0.00	P	16.3	P
USGS	03354000	2014-10-06 14:15	EST	785	P	0.82	P	0.00	P	16.6	P
USGS	03354000	2014-10-06 14:30	EST	785	P	0.82	P	0.01	P	16.7	P
USGS	03354000	2014-10-06 14:45	EST	785	P	0.82	P	0.00	P	16.6	P
USGS	03354000	2014-10-06 15:00	EST	792	P	0.83	P	0.00	P	16.8	P
USGS	03354000	2014-10-06 15:15	EST	792	P	0.83	P	0.00	P	16.7	P
USGS	03354000	2014-10-06 15:30	EST	785	P	0.82	P	0.00	P	16.7	P
USGS	03354000	2014-10-06 15:45	EST	792	P	0.83	P	0.00	P	16.6	P
USGS	03354000	2014-10-06 16:00	EST	792	P	0.83	P	0.00	P	16.7	P
USGS	03354000	2014-10-06 16:15	EST	792	P	0.83	P	0.00	P	16.7	P
USGS	03354000	2014-10-06 16:30	EST	792	P	0.83	P	0.00	P	16.7	P
USGS	03354000	2014-10-06 16:45	EST	785	P	0.82	P	0.00	P	16.7	P
USGS	03354000	2014-10-06 17:00	EST	785	P	0.82	P	0.00	P	16.6	P
USGS	03354000	2014-10-06 17:15	EST	785	P	0.82	P	0.01	P	16.6	P
USGS	03354000	2014-10-06 17:30	EST	785	P	0.82	P	0.00	P	16.6	P
USGS	03354000	2014-10-06 17:45	EST	785	P	0.82	P	0.00	P	16.5	P
USGS	03354000	2014-10-06 18:00	EST	785	P	0.82	P	0.00	P	16.5	P
USGS	03354000	2014-10-06 18:15	EST	785	P	0.82	P	0.00	P	16.5	P
USGS	03354000	2014-10-06 18:30	EST	785	P	0.82	P	0.00	P	16.4	P
USGS	03354000	2014-10-06 18:45	EST	778	P	0.81	P	0.00	P	16.4	P
USGS	03354000	2014-10-06 19:00	EST	785	P	0.82	P	0.00	P	16.4	P
USGS	03354000	2014-10-06 19:15	EST	785	P	0.82	P	0.00	P	16.3	P
USGS	03354000	2014-10-06 19:30	EST	778	P	0.81	P	0.00	P	16.2	P
USGS	03354000	2014-10-06 19:45	EST	778	P	0.81	P	0.00	P	16.2	P
USGS	03354000	2014-10-06 20:00	EST	778	P	0.81	P	0.00	P	16.1	P
USGS	03354000	2014-10-06 20:15	EST	778	P	0.81	P	0.00	P	16.1	P
USGS	03354000	2014-10-06 20:30	EST	778	P	0.81	P	0.00	P	16.1	P
USGS	03354000	2014-10-06 20:45	EST	770	P	0.80	P	0.00	P	16.0	P
USGS	03354000	2014-10-06 21:00	EST	770	P	0.80	P	0.00	P	16.0	P
USGS	03354000	2014-10-06 21:15	EST	770	P	0.80	P	0.00	P	15.9	P
USGS	03354000	2014-10-06 21:30	EST	770	P	0.80	P	0.00	P	15.9	P
USGS	03354000	2014-10-06 21:45	EST	770	P	0.80	P	0.00	P	15.9	P
USGS	03354000	2014-10-06 22:00	EST	770	P	0.80	P	0.00	P	15.9	P
USGS	03354000	2014-10-06 22:15	EST	770	P	0.80	P	0.00	P	15.8	P
USGS	03354000	2014-10-06 22:30	EST	770	P	0.80	P	0.00	P	15.8	P
USGS	03354000	2014-10-06 22:45	EST	770	P	0.80	P	0.00	P	15.8	P
USGS	03354000	2014-10-06 23:00	EST	763	P	0.79	P	0.00	P	15.7	P
USGS	03354000	2014-10-06 23:15	EST	763	P	0.79	P	0.00	P	15.7	P
USGS	03354000	2014-10-06 23:30	EST	763	P	0.79	P	0.00	P	15.7	P
USGS	03354000	2014-10-06 23:45	EST	763	P	0.79	P	0.00	P	15.7	P
USGS	03354000	2014-10-07 00:00	EST	756	P	0.78	P	0.00	P	15.6	P
USGS	03354000	2014-10-07 00:15	EST	763	P	0.79	P	0.00	P	15.6	P
USGS	03354000	2014-10-07 00:30	EST	763	P	0.79	P	0.00	P	15.6	P
USGS	03354000	2014-10-07 00:45	EST	763	P	0.79	P	0.00	P	15.6	P
USGS	03354000	2014-10-07 01:00	EST	763	P	0.79	P	0.00	P	15.6	P
USGS	03354000	2014-10-07 01:15	EST	763	P	0.79	P	0.00	P	15.5	P
USGS	03354000	2014-10-07 01:30	EST	756	P	0.78	P	0.00	P	15.5	P
USGS	03354000	2014-10-07 01:45	EST	763	P	0.79	P	0.00	P	15.5	P
USGS	03354000	2014-10-07 02:00	EST	756	P	0.78	P	0.00	P	15.5	P
USGS	03354000	2014-10-07 02:15	EST	763	P	0.79	P	0.00	P	15.5	P
USGS	03354000	2014-10-07 02:30	EST	756	P	0.78	P	0.00	P	15.4	P
USGS	03354000	2014-10-07 02:45	EST	763	P	0.79	P	0.00	P	15.4	P
USGS	03354000	2014-10-07 03:00	EST	763	P	0.79	P	0.00	P	15.4	P
USGS	03354000	2014-10-07 03:15	EST	756	P	0.78	P	0.00	P	15.4	P
USGS	03354000	2014-10-07 03:30	EST	756	P	0.78	P	0.00	P	15.4	P
USGS	03354000	2014-10-07 03:45	EST	756	P	0.78	P	0.00	P	15.4	P
USGS	03354000	2014-10-07 04:00	EST	756	P	0.78	P	0.01	P	15.4	P
USGS	03354000	2014-10-07 04:15	EST	756	P	0.78	P	0.00	P	15.4	P
USGS	03354000	2014-10-07 04:30	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 04:45	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 05:00	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 05:15	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 05:30	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 05:45	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 06:00	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 06:15	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 06:30	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 06:45	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 07:00	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 07:15	EST	756	P	0.78	P	0.00	P	15.2	P
USGS	03354000	2014-10-07 07:30	EST	756	P	0.78	P	0.00	P	15.2	P
USGS	03354000	2014-10-07 07:45	EST	756	P	0.78	P	0.01	P	15.2	P
USGS	03354000	2014-10-07 08:00	EST	756	P	0.78	P	0.01	P	15.2	P
USGS	03354000	2014-10-07 08:15	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 08:30	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 08:45	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 09:00	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 09:15	EST	756	P	0.78	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 09:30	EST	756	P	0.78	P	0.01	P	15.3	P
USGS	03354000	2014-10-07 09:45	EST	756	P	0.78	P	0.03	P	15.3	P
USGS	03354000	2014-10-07 10:00	EST	763	P	0.79	P	0.03	P	15.3	P
USGS	03354000	2014-10-07 10:15	EST	763	P	0.79	P	0.00	P	15.3	P
USGS	03354000	2014-10-07 10:30	EST	763	P	0.79	P	0.01	P	15.4	P
USGS	03354000	2014-10-07 10:45	EST	763	P	0.79	P	0.01	P	15.4	P
USGS	03354000	2014-10-07 11:00	EST	763	P	0.79	P	0.01	P	15.4	P
USGS	03354000	2014-10-07 11:15	EST	770	P	0.80	P	0.02	P	15.4	P
USGS	03354000	2014-10-07 11:30	EST	770	P	0.80	P	0.01	P	15.4	P
USGS	03354000	2014-10-07 11:45	EST	778	P	0.81	P	0.03	P	15.4	P
USGS	03354000	2014-10-07 12:00	EST	778	P	0.81	P	0.02	P	15.4	P
USGS	03354000	2014-10-07 12:15	EST	778	P	0.81	P	0.03	P	15.4	P
USGS	03354000	2014-10-07 12:30	EST	778	P	0.81	P	0.02	P	15.4	P
USGS	03354000	2014-10-07 12:45	EST	785	P	0.82	P	0.00	P	15.6	P
USGS	03354000	2014-10-07 13:00	EST	778	P	0.81	P	0.00	P	15.6	P
USGS	03354000	2014-10-07 13:15	EST	778	P	0.81	P	0.00	P	15.7	P
USGS	03354000	2014-10-07 13:30	EST	785	P	0.82	P	0.00	P	15.8	P
USGS	03354000	2014-10-07 13:45	EST	778	P	0.81	P	0.00	P	15.9	P
USGS	03354000	2014-10-07 14:00	EST	778	P	0.81	P	0.00	P	15.9	P
USGS	03354000	2014-10-07 14:15	EST	778	P	0.81	P	0.00	P	15.9	P
USGS	03354000	2014-10-07 14:30	EST	778	P	0.81	P	0.00	P	16.0	P
USGS	03354000	2014-10-07 14:45	EST	778	P	0.81	P	0.00	P	16.0	P
USGS	03354000	2014-10-07 15:00	EST	778	P	0.81	P	0.00	P	16.1	P
